Company Name,Average Anual Invoice,Average Anual value,Avg. Days diff,Avg. Item/Invoice,Distinct Item,Distinct Month,Gross Value HC,Inv-Pay gap,No. of Invoice,No. of Order,Pending Amount,Company Type
Company 1130,1.5,127124.55,81,4.666666667,11,2,254249.1,30.5,3,2,0,Private
Company 1131,1,4602,22,1,1,1,4602,,1,1,0,Private
Company 1132,2.5,115553.45,79.2,2.8,13,2,231106.9,250.5,5,6,0,Private
Company 1133,2.333333333,69843.25,48.5,2,12,4,209529.75,96.2,7,8,6082,Private
Company 1134,2,830328.45,21,10,20,1,830328.45,7,2,2,0,Private
Company 1135,2.25,1284419.205,112.6923077,12.11111111,101,6,5137676.82,144.375,9,15,3175992,Private
Company 1136,2,17016.98333,44.5,1.333333333,4,4,51050.95,457,6,7,26185.95,Private
Company 1137,1,20580,34,3,3,1,20580,,1,1,0,Private
Company 1138,3.8,625417.644,47.28125,1.789473684,26,9,3127088.22,72.11764706,19,37,942708,Private
Company 1139,2,18270,,1,1,2,18270,96,2,2,,Private
Company 1140,1,93307.66,79.5,2,2,1,93307.66,,1,4,0,Private
Company 1141,1,2520,,1,1,1,2520,,1,1,,Private
Company 1142,1,29400,,1,1,1,29400,,1,1,,Private
Company 1143,7.6,1467477.488,89.73913044,3.026315789,110,11,7337387.44,38.51428571,38,50,1464436,Private
Company 1144,1,8570.625,2,1,2,1,17141.25,365,2,3,0,Private
Company 1145,2.5,29885.49,21.72727273,1,4,7,119541.96,158.2222222,10,10,0,Private
Company 1146,1.5,35037,24.75,1,2,4,140148,267.2,6,6,0,Private
Company 1147,1,5565,2,1,1,1,5565,,1,1,0,Private
Company 1148,1,7245,2,1,1,1,7245,,1,1,0,Private
Company 1149,1,49113,33,1.5,3,2,98226,327,2,2,0,Private
Company 1150,1,452880,,1,1,1,452880,,1,1,,Private
Company 1151,1,45643.5,2,1,1,1,45643.5,,1,3,0,Private
Company 1152,1,10342.5,,1,1,2,20685,146,2,2,,Private
Company 1153,1,96390,7,1,1,1,96390,,1,,47500,Private
Company 1154,2.75,13254,7.75,1,3,6,53016,147.1111111,11,10,0,Private
Company 1155,3,24045,,1,3,3,24045,106.5,3,3,,Private
Company 1156,1,5250,,1,1,1,5250,,1,1,,Private
Company 1157,1,9240,,1,1,1,9240,,1,1,,Private
Company 1158,1.5,45498,14,1,2,2,90996,180,3,4,0,Private
Company 1159,1.5,11981.5,,1,1,2,23963,484,3,3,,Private
Company 1160,1,3802.5,7,1,1,1,7605,348,2,2,0,Private
Company 1161,1,150576.77,,3,3,1,150576.77,,1,,,Private
Company 1162,2,22278.2,1,1,3,4,44556.4,262,4,6,0,Private
Company 1163,6.6,593347.796,20.33333333,1.303030303,23,12,2966738.98,53.36,33,33,86954,Private
Company 1164,1,89880,,2,2,1,89880,,1,1,,Private
Company 1165,1,96305,,1,1,1,96305,,1,1,,Private
Company 1166,1,25102.2,8,2,2,1,25102.2,,1,1,0,Private
Company 1167,1.5,35704.5,,1,2,3,71409,350,3,3,,Private
Company 1168,1,2310,,1,1,1,2310,,1,1,,Private
Company 1169,1,19740,1,1,1,1,19740,,1,3,0,Private
Company 1170,2.333333333,110685.6667,,1.428571429,7,5,332057,129.3333333,7,6,,Private
Company 1171,1,77727.1,,4,4,1,77727.1,,1,1,,Private
Company 1172,4,375150.3,43,1,5,7,1125450.9,75.3,12,13,0,Private
Company 1173,1,19076,37,1,2,2,38152,123,2,2,17325,Private
Company 1174,1.333333333,58109.33333,70.66666667,1,4,4,174328,400.3333333,4,4,0,Private
Company 1175,1,6930,,1,1,1,6930,,1,,,Private
Company 1176,2,5485,,1,1,4,10970,135,4,4,,Private
Company 1177,1,16730,,1,1,1,16730,,1,1,,Private
Company 1178,1,75600,,1,1,1,75600,,1,1,,Private
Company 1179,1,11655.54,,1,1,1,11655.54,,1,1,,Private
Company 1180,2.5,14412.125,1,1,1,4,28824.25,87,5,7,0,Private
Company 1181,1,31671,,1,1,1,31671,,1,3,,Private
Company 1182,1,7445.01,,1,1,1,7445.01,,1,1,,Private
Company 1183,1,7560,,1,1,1,15120,361,2,2,,Public
Company 1184,1,19260,,1,1,1,19260,,1,1,,Public
Company 1185,1.666666667,184684.17,51,15,54,3,554052.51,343,5,5,0,Public
Company 1186,1,22500.35,126,5,5,1,22500.35,,1,1,0,Public
Company 1187,1,51655.57,,3,3,1,51655.57,,1,1,,Public
Company 1188,1,216650,,1,1,1,216650,,1,1,,Public
Company 1189,1,5246,,1,1,1,5246,,1,1,,Public
Company 1190,3.4,414839.546,53.13333333,1.294117647,19,9,2074197.73,97.76923077,17,23,0,Public
Company 1191,1,25509.99,15,1,1,1,25509.99,,1,1,0,Public
Company 1192,8,371038.63,50.33333333,5.375,35,2,371038.63,17,8,9,0,Public
Company 1193,4,40454.03,65,3.25,10,1,40454.03,,4,5,0,Public
Company 1194,2,121632.97,93,8.5,15,1,121632.97,,2,2,145960,Public
Company 1195,1,37800,,2,2,1,37800,,1,1,,Public
Company 1196,1,24804,,1,1,1,24804,,1,1,,Public
Company 1197,2,37463.27,14,2,4,2,37463.27,44,2,2,0,Public
Company 1198,1,577360.875,96.28571429,6,12,2,1154721.75,511,2,4,386071,Public
Company 1199,1,56801.25,3,1,1,1,56801.25,,1,1,0,Public
Company 1200,1,2544,10,1,1,1,2544,,1,1,0,Public
Company 1201,1,12712.12667,8.666666667,1,2,3,38136.38,513.5,3,4,0,Public
Company 1202,2,28030.59,,1,1,2,28030.59,56,2,2,,Public
Company 1203,1,57030.565,10.5,1,2,2,114061.13,405,2,2,0,Public
Company 1204,1,9634,2,1,1,1,9634,,1,5,0,Public
Company 1205,1,15750,,1,1,1,15750,,1,1,,Public
Company 1206,1.5,16410.125,8,1,2,3,32820.25,165.5,3,3,0,Public
Company 1207,3,428354.43,40.66666667,2,5,2,428354.43,12,3,2,66244,Public
Company 1208,1.333333333,6550.666667,,1,2,3,19652,219.3333333,4,4,,Public
Company 1209,2,73258.5,29,2.5,5,2,73258.5,116,2,2,0,Public
Company 1210,1.5,229480.75,54.33333333,2,3,3,458961.5,162.5,3,6,1454,Public
Company 1211,1,109438.56,,1,1,1,109438.56,,1,1,,Public
Company 1212,2,62093.035,45,6,20,3,124186.07,355,4,4,0,Public
Company 1213,1,36052.5,,1,1,1,36052.5,,1,1,,Public
Company 1214,2,113797.73,64,4.5,9,1,113797.73,,2,2,2723,Public
Company 1215,2,5040,1,1,1,2,5040,163,2,2,0,Public
Company 1216,13,946931.1825,44.68,1.942307692,25,11,3787724.73,29.54285714,52,51,1,Public
Company 1217,1.333333333,7560,2,1,1,2,22680,184.3333333,4,4,0,Public
Company 1218,1,24592,,1,1,1,24592,,1,1,,Public
Company 1219,4,866041.2,7,4.5,12,3,866041.2,32.33333333,4,4,0,Public
Company 1220,2,74466,,1,2,2,74466,38,2,2,,Public
Company 1221,4,71400,7.25,1,2,4,71400,74.33333333,4,4,0,Public
Company 1222,1.333333333,39168,12.33333333,1.25,4,4,117504,376.3333333,4,6,0,Public
Company 1223,6,17123740.62,18.5,1,3,3,17123740.62,71.25,6,23,0,Public
Company 1224,1,29190,3,1,1,1,29190,,1,1,0,Public
Company 1225,3,1572075.545,62.83333333,2,11,2,3144151.09,293.5,6,8,704189,Public
Company 1226,2.75,490832.4125,60.6,1.454545455,15,8,1963329.65,163.75,11,13,0,Public
Company 1227,1,39614.32,3,1,1,1,39614.32,,1,1,39427,Public
Company 1228,1,14225.2,6.333333333,2,2,1,14225.2,,1,2,0,Public
Company 1229,1,6426,,1,1,1,6426,,1,1,,Public
Company 1230,1.333333333,57364.8,12,1,2,4,172094.4,310.6666667,4,5,0,Public
Company 1231,2,17745,1,1,2,2,17745,42,2,2,0,Public
Company 1232,1,41947.5,58,1,1,1,41947.5,,1,1,0,Public
Company 1233,1.5,155836,,1,2,3,311672,701,3,3,,Public
Company 1234,1,2520,,1,1,1,2520,,1,1,,Public
Company 1235,1,8400,,1,1,1,8400,,1,1,,Public
Company 1236,2,1939250,9.5,1.5,3,2,1939250,70,2,6,541800,Public
Company 1237,2,7560,1,1,1,1,7560,5,2,2,0,Public
Company 1238,1,5662.95,,8,1,1,5662.95,,1,1,,Public
Company 1239,1,20349,,2,2,1,20349,,1,1,,Public
Company 1240,1.5,24874.82,9,1,2,3,49749.64,612,3,3,16396,Public
Company 1241,1,300000.38,,1,1,1,300000.38,,1,1,,Public
Company 1242,1,10365.24,,1.5,3,2,20730.48,277,2,2,,Public
Company 1243,1.5,100617.27,56.33333333,4,12,1,201234.54,727,3,3,98415,Public
Company 1244,1,6890,,1,1,1,6890,,1,1,,Public
Company 1245,2,78528.6,33,6,12,1,78528.6,,2,2,40529,Public
Company 1246,1,7980,7,1,1,1,7980,,1,1,0,Public
Company 1247,2,20687.175,13.5,1,2,1,41374.35,359,4,4,0,Public
Company 1248,1,2467.5,,1,1,1,2467.5,,1,1,,Public
Company 1249,3,168069.75,5,1,3,2,168069.75,51,3,3,300,Public
Company 1250,2,11044.66667,3.333333333,1,1,5,33134,147.4,6,6,0,Public
Company 1251,2,114989.4,11.5,4,8,2,114989.4,132,2,2,0,Public
Company 1252,1,6181.25,,1,1,1,6181.25,,1,1,,Public
Company 1253,1,19465,,1,1,1,19465,,1,1,,Public
Company 1254,1,138873,,1,1,1,138873,,1,1,,Public
Company 1255,3,103290.085,71.23076923,4.083333333,31,6,413160.34,218.1666667,12,15,20344,Public
Company 1256,1,2677.5,,1,1,1,2677.5,,1,1,,Public
Company 1257,5,74817.98,2.166666667,1,9,11,374089.9,53.41666667,25,33,0,Public
Company 1258,3,15343.51,2,1.333333333,4,2,15343.51,42,3,3,0,Public
Company 1259,1,6175,,1,1,1,6175,,1,1,,Public
Company 1260,2,27420,,1,1,2,27420,63,2,2,,Public
Company 1261,3,167741.9675,76.25,3.666666667,25,5,670967.87,150,12,14,424215,Public
Company 1262,2,206850,1.5,1,1,4,413700,167,4,4,250,Public
Company 1263,1,17737.5,,1,1,1,17737.5,,1,1,,Public
Company 1264,1,87675,79,1,1,1,87675,,1,1,0,Public
Company 1265,1,2500.1,,1,1,1,2500.1,,1,1,,Public
Company 1266,1,24320,,1,1,1,24320,,1,1,,Public
Company 1267,4.6,359965.226,2,3,32,9,1799826.13,62.05263158,23,24,0,Public
Company 1268,6,195156.6,19.33333333,1,1,9,585469.8,49.85714286,18,18,0,Public
Company 1269,1,11574.27,,1,1,1,11574.27,,1,1,,Public
Company 1270,1,42687,44,2,2,1,42687,,1,1,0,Public
Company 1271,2,118478.64,13,3.25,23,6,473914.56,226.1666667,8,11,0,Public
Company 1272,2,84290.25,38,1,2,1,84290.25,,2,2,0,Public
Company 1273,1,28512,12,1,1,1,28512,,1,1,792,Public
Company 1274,1,17049.865,39,1,2,2,34099.73,517,2,3,0,Public
Company 1275,2,31527.99,,1.5,5,4,63055.98,143.6666667,4,4,,Public
Company 1276,1,33999,,2,2,1,33999,,1,1,,Public
Company 1277,1,15196,6,2,4,2,30392,580,2,3,0,Private
Company 1278,1,5250,,1,1,1,5250,,1,1,,Private
Company 1279,1,10237.5,,1,1,1,10237.5,,1,1,,Private
Company 1280,1,3160,,2,2,1,3160,,1,1,,Private
Company 1281,1,11618.44,1,1,1,1,11618.44,,1,2,0,Private
Company 1282,1,5695.31,,1,1,1,5695.31,,1,1,,Private
Company 1283,1.5,16594.6,10,1,3,3,33189.2,195,3,3,0,Private
Company 1284,2.666666667,52047.89,,1.5,5,7,156143.67,124,8,8,,Private
Company 1285,1,5460,1,1,1,1,5460,,1,1,0,Private
Company 1286,1,4719.12,,4,1,1,4719.12,,1,1,,Private
Company 1287,1.75,118745.6825,32.83333333,1.142857143,5,6,474982.73,141.1666667,7,7,300,Private
Company 1288,1,14332.5,,1,1,1,14332.5,,1,1,,Private
Company 1289,1,258403.19,12,1,1,1,258403.19,,1,1,0,Private
Company 1290,1,112245,16,1,1,1,112245,,1,1,0,Private
Company 1291,4,577728.9,,1,4,3,577728.9,69.66666667,4,4,,Private
Company 1292,2.25,388284.135,41,1.222222222,10,5,1553136.54,197.1666667,9,9,142946,Private
Company 1293,1,5919.38,22,1,1,1,5919.38,,1,1,0,Private
Company 1294,1,54219.38,2,1,1,1,54219.38,,1,1,0,Private
Company 1295,1,15052,,1,1,1,15052,,1,1,,Private
Company 1296,1,6384,,1,1,1,6384,,1,1,,Private
Company 1297,1,21665,,1,1,1,21665,,1,1,,Private
Company 1298,1,2532,,1,1,1,2532,,1,1,,Private
Company 1299,2,191939.48,20,15,22,1,191939.48,,2,2,0,Private
Company 1300,2,16568.6,,1.5,3,2,33137.2,470,4,4,,Private
Company 1301,2,29306.84,45,1,2,2,58613.68,56,4,4,0,Private
Company 1302,1,6741.6,59,1,1,1,6741.6,,1,1,0,Private
Company 1303,1.333333333,45573.82,63.66666667,2.75,8,2,136721.46,370.5,4,4,0,Private
Company 1304,1,3985.5,,1,1,1,3985.5,,1,1,,Private
Company 1305,1.5,16265.805,,1.333333333,4,2,32531.61,315,3,5,,Private
Company 1306,1.666666667,53501.26333,65.5,6.4,14,3,160503.79,436,5,5,216796,Private
Company 1307,2.75,83503.0075,,1.090909091,6,6,334012.03,116.5,11,14,,Private
Company 1308,1,68350.75,,1.5,3,2,136701.5,603,2,2,,Private
Company 1309,1.333333333,10183.43667,1.5,1,2,4,30550.31,303.6666667,4,4,0,Private
Company 1310,2,281129.18,,1,2,2,281129.18,47,2,3,,Private
Company 1311,1,217140,17,1,1,1,217140,,1,1,16695,Private
Company 1312,1,2544,1,1,1,1,2544,,1,1,0,Private
Company 1313,2,42585.21667,4.666666667,2,7,4,127755.65,191.6,6,6,16590,Private
Company 1314,1,28458,,1,1,1,28458,,1,1,,Private
Company 1315,1,97920,9,1,1,1,97920,,1,3,0,Private
Company 1316,1,1404.9,,1,1,1,1404.9,,1,1,,Private
Company 1317,2,24960.26,11,1,1,2,24960.26,69,2,2,0,Private
Company 1318,1,2765,4,1,1,1,2765,,1,1,0,Private
Company 1319,1,2185,,1,1,1,2185,,1,1,,Private
Company 1320,1,34986,,2,2,1,34986,,1,1,,Private
Company 1321,2,32696.75,31,1,2,1,32696.75,,2,2,0,Private
Company 1322,1,20900,,1,1,1,20900,,1,1,,Private
Company 1323,1,1087.75,27,1,1,1,1087.75,,1,2,0,Private
Company 1324,3,33757.05,,1,2,2,33757.05,16.5,3,2,,Private
Company 1325,2,45093.54,,1.5,3,1,45093.54,,2,2,,Private
Company 1326,1,4305,,1,1,1,4305,,1,2,,Private
Company 1327,1,6630,15.5,1,2,2,13260,1070,2,4,0,Private
Company 1328,2,83023.5,,1,1,2,83023.5,21,2,1,,Private
Company 1329,1,2448,,1,1,1,2448,,1,1,,Private
Company 1330,1,6492.5,,1,1,1,6492.5,,1,1,,Private
Company 1331,1,2438,,1,1,1,2438,,1,1,,Private
Company 1332,1,25460.475,1,1.5,3,2,50920.95,662,2,4,0,Private
Company 1333,2,130675.06,,1,2,1,130675.06,,2,2,,Private
Company 1334,2,40851,,1.5,3,3,81702,93.33333333,4,5,,Private
Company 1335,1,26928,,1,1,1,26928,,1,1,,Private
Company 1336,1,12240,,1,1,1,12240,,1,1,,Private
Company 1337,2.333333333,258642.5,63.75,1.142857143,5,5,775927.5,121.8,7,7,0,Private
Company 1338,1,84131.25,60,1.5,2,2,168262.5,307,2,2,66465,Private
Company 1339,2,27090,,1,1,2,27090,114,2,3,,Private
Company 1340,2,74025.54,37,1.5,3,1,74025.54,,2,2,0,Private
Company 1341,2.5,40680.66,,1,4,4,81361.32,108.3333333,5,5,,Private
Company 1342,2,79482.5,42.27272727,1.25,4,3,158965,126.3333333,4,6,12340,Private
Company 1343,1,33048,,1,1,1,33048,,1,1,,Private
Company 1344,2.333333333,28525.76667,5,1.571428571,5,7,85577.3,79.66666667,7,7,0,Private
Company 1345,1.25,20782.5,,1,2,5,83130,268.5,5,5,,Private
Company 1346,1,2409750,,1,1,1,2409750,,1,1,,Private
Company 1347,1,12249.63,4,1,1,1,12249.63,,1,1,0,Private
Company 1348,2,8619,6,1,1,2,8619,187,2,4,0,Private
Company 1349,1,51975,,1,1,1,51975,,1,1,,Private
Company 1350,1,10535,,1,1,1,10535,,1,1,,Private
Company 1351,1,2756,,1,1,1,2756,,1,1,,Private
Company 1352,1,166300,42,3,3,1,166300,,1,1,0,Private
Company 1353,2,143144,15.5,1.375,7,6,572576,146.5714286,8,11,39.5,Private
Company 1354,1,133318.01,54,2,2,1,133318.01,,1,1,133318,Private
Company 1355,1,4988.79,,5,1,1,4988.79,,1,1,,Private
Company 1356,1,67935.2,,1,1,1,67935.2,,1,3,,Private
Company 1357,2,68403.79,,4.5,9,1,68403.79,,2,2,,Private
Company 1358,2,50967,15,1,2,2,50967,78,2,2,0,Private
Company 1359,2.5,30160.56,,1,2,3,60321.12,147.5,5,5,,Private
Company 1360,1,1725,,1,1,1,1725,,1,,,Private
Company 1361,4,182448.14,16.5,1.5,6,2,182448.14,202,4,7,343498,Private
Company 1362,2,246175.65,16.33333333,1,2,1,246175.65,,2,2,232788,Private
Company 1363,1.5,22302.7,29,1.666666667,4,2,44605.4,169,3,4,0,Private
Company 1364,3,16695,,1,1,2,16695,40,3,3,,Private
Company 1365,1,2696,,1,1,1,2696,,1,1,,Private
Company 1366,2.333333333,68009.2,22.33333333,1.142857143,7,5,204027.6,283.5,7,8,57375,Private
Company 1367,1,3580.2,,1,1,1,3580.2,,1,1,,Private
Company 1368,1,1688,,1,1,1,1688,,1,2,,Private
Company 1369,1,10395,3,1,1,1,10395,,1,1,5197.5,Private
Company 1370,1,7752.295,,1,2,2,15504.59,378,2,2,,Private
Company 1371,1,79983.75,9,2,3,2,159967.5,685,2,2,45474,Private
Company 1372,1,56141.58,,3,3,1,56141.58,,1,1,,Private
Company 1373,1,61045,,1,2,2,122090,160,2,2,,Private
Company 1374,1,34190.4,,1,1,1,34190.4,,1,1,,Private
Company 1375,1,51173.58,,1,1,1,51173.58,,1,2,,Private
Company 1376,1,5069.4,,2,2,1,5069.4,,1,1,,Private
Company 1377,2,27594.4,,1,2,1,27594.4,,2,2,,Private
Company 1378,2.333333333,363602.1667,25,1.571428571,8,4,1090806.5,222.3333333,7,6,42280,Private
Company 1379,2,9336.75,19,1,1,2,9336.75,37,2,2,4695,Private
Company 1380,2,116501.48,6.333333333,1,2,2,116501.48,123,2,3,0,Private
Company 1381,3.8,733244.59,45.28571429,1.263157895,5,8,3666222.95,73.1875,19,19,0,Private
Company 1382,4,63540.09333,62,2,12,4,190620.28,127.2,12,12,0,Private
Company 1383,1,15390.825,6,1.5,3,2,30781.65,619,2,3,0,Private
Company 1384,3,97589.302,5.5,1.933333333,4,9,487946.51,106.7692308,15,16,29758,Private
Company 1385,2.333333333,61892.45,3,2,5,6,185677.35,152.8333333,7,9,0,Private
Company 1386,4.5,201699.75,26.5,1.222222222,1,5,403399.5,47.125,9,5,72862,Private
Company 1387,1.5,10758.9,17,1,2,2,21517.8,490.5,3,3,0,Private
Company 1388,3,233891.71,22.16666667,1.133333333,9,7,1169458.55,110.8181818,15,15,421407,Private
Company 1389,1,2748,,1,1,1,2748,,1,1,,Private
Company 1390,1,19950,,1,1,1,19950,,1,1,,Private
Company 1391,1,2958,18,1,1,1,2958,,1,5,0,Private
Company 1392,1,101872.5,167,1,2,2,203745,514,2,2,186120,Private
Company 1393,1.5,12156.08,12,1,3,2,24312.16,483,3,6,0,Private
Company 1394,1,6686.1,,1,1,1,6686.1,,1,1,,Private
Company 1395,1,18298.8,,1,1,1,18298.8,,1,1,,Private
Company 1396,1,9585,,1,1,1,9585,,1,1,,Private
Company 1397,3,48756,7,1,1,2,48756,93,3,3,0,Private
Company 1398,3,16525.42,64,2.666666667,8,1,16525.42,7,3,3,0,Private
Company 1399,1.333333333,30400.95,74.75,1,4,4,91202.85,376,4,5,0,Private
Company 1400,1,15298.5,34,1,1,1,15298.5,,1,1,0,Private
Company 1401,1,16175.25,82,1.5,3,2,32350.5,436,2,2,0,Private
Company 1402,1,26500,42,1,1,1,26500,,1,1,0,Private
Company 1403,3,157055.2967,65.77777778,1.888888889,15,8,471165.89,111.5,9,9,4700,Private
Company 1404,2,4765.24,33.5,1.5,2,2,4765.24,25,2,2,0,Private
Company 1405,2,23553.73,34,3,6,1,23553.73,,2,5,0,Private
Company 1406,2,62390.63,,1,2,1,62390.63,,2,2,,Private
Company 1407,1.75,404261.7975,17.28571429,1.285714286,8,5,1617047.19,175,7,10,0,Private
Company 1408,6.333333333,173686.1333,51.90909091,2.526315789,5,10,521058.4,85.41666667,19,18,145526,Private
Company 1409,1,5624.666667,,1,2,3,16874,306.5,3,3,,Private
Company 1410,1,6896.4,,1,1,1,6896.4,,1,1,,Private
Company 1411,1,30237.4,,4,4,1,30237.4,,1,1,,Private
Company 1412,2,93636.81,15,3,6,1,93636.81,16,2,2,0,Private
Company 1413,7.2,76882.896,18.91428571,1.055555556,3,11,384414.48,47.89655172,36,45,13039,Private
Company 1414,8.25,349499.57,146.1555556,1.787878788,37,11,1397998.28,47.96428571,33,32,16608.5,Private
Company 1415,8.2,601145.506,62.18918919,2.56097561,20,12,3005727.53,36.64102564,41,42,0,Private
Company 1416,3.75,173856.1475,67.81818182,2.6,13,7,695424.59,110.0909091,15,15,0,Private
Company 1417,12.6,3629371.708,66.17647059,1.777777778,53,12,18146858.54,24.54385965,63,70,0,Private
Company 1418,1.5,903108,61.75,1.666666667,2,3,1806216,196.5,3,3,0,Private
Company 1419,8.4,410026.204,70.68627451,2.69047619,25,12,2050131.02,34.07692308,42,44,0,Private
Company 1420,4.25,919967.0475,116.85,1.823529412,14,9,3679868.19,80.86666667,17,16,16749,Private
Company 1421,33.2,7814853.296,65.97230769,2.385542169,115,12,39074266.48,11.00763359,166,311,296935906,Private
Company 1422,14.4,634568.006,58.86567164,1.986111111,46,12,3172840.03,22.46875,72,71,0,Private
Company 1423,1.333333333,137131.4267,88.8,3,12,3,411394.28,417.5,4,8,0,Private
Company 1424,2,0,,2,2,2,0,17,2,2,,Private
Company 1425,2,9072.2,,1,2,1,9072.2,,2,2,,Private
Company 1426,1,8024.81,,5,1,2,16049.62,783,2,2,,Private
Company 1427,1,2710.25,,1,1,2,5420.5,528,2,2,,Private
Company 1428,1,26163,,1,1,1,26163,,1,1,,Private
Company 1429,1,2499,40,1,1,1,2499,,1,1,0,Private
Company 1430,2.75,22784.8125,2.5,1.090909091,3,6,91139.25,128.6,11,14,0,Private
Company 1431,1,7068.6,,1,1,1,7068.6,,1,1,,Private
Company 1432,1,48825,,1,1,1,48825,,1,1,,Private
Company 1433,2,45393.44,192,2,1,1,45393.44,,2,2,0,Private
Company 1434,2.5,352287.09,5,1,1,2,704574.18,120.3333333,5,4,0,Private
Company 1435,3,157408.65,82,2.666666667,8,3,157408.65,164,3,3,0,Private
Company 1436,1,280031.7333,2,1.333333333,4,3,840095.2,252,3,4,0,Private
Company 1437,1,6600,,1,1,1,6600,,1,1,,Private
Company 1438,1,2520,1,1,1,1,2520,,1,1,0,Private
Company 1439,1,3932.6,2,1,1,1,3932.6,,1,1,0,Private
Company 1440,5.5,198600.24,10.33333333,1.227272727,6,11,794400.96,52.25,22,28,343526,Private
Company 1441,2,404323.04,108,1,2,1,404323.04,,2,3,0,Private
Company 1442,3,16485,33,1.333333333,2,2,16485,82,3,4,0,Private
Company 1443,1,18900,,1,1,1,18900,,1,1,,Private
Company 1444,19.5,645256.605,58.36363636,1.717948718,56,11,1290513.21,13.24,39,42,0,Private
Company 1445,2,280882.84,8,1,2,1,280882.84,,2,2,0,Private
Company 1446,2,19176,,1,2,2,19176,11,2,1,,Private
Company 1447,1,16335,,1,2,2,32670,437,2,2,,Private
Company 1448,1,79537.5,9,2,2,1,79537.5,,1,1,0,Private
Company 1449,1.5,38585,4.5,1,3,2,77170,351.5,3,2,0,Private
Company 1450,2,3561.82,87,2.5,1,1,3561.82,,2,2,0,Private
Company 1451,1,4558,15,2,2,1,4558,,1,1,0,Private
Company 1452,2,4353.28,37,2,1,4,8706.56,167.3333333,4,5,0,Private
Company 1453,1.5,17172,8,1,2,4,68688,212.6,6,7,0,Private
Company 1454,1,6264.28,19,2.5,1,2,12528.56,554,2,3,0,Private
Company 1455,1.666666667,54115.61,14.6,1.8,5,5,162346.83,232.75,5,6,0,Private
Company 1456,3.25,75434.525,34,2.692307692,22,9,301738.1,119.2727273,13,15,0,Private
Company 1457,1,1680,,1,1,1,1680,,1,1,,Private
Company 1458,2.5,44145.635,9.333333333,1,2,4,88291.27,181.6666667,5,5,0,Private
Company 1459,1,2694,,1,1,1,2694,,1,1,,Private
Company 1460,1,52500,,1,1,1,52500,,1,1,,Private
Company 1461,2.333333333,77339.8,7.2,1,1,6,232019.4,119.5,7,11,26979,Private
Company 1462,1.8,166345.52,65.75,1.888888889,9,6,831727.6,186,9,12,0,Private
Company 1463,1,17384,2,2,2,1,17384,,1,1,8692,Private
Company 1464,2,33652.22,22,2.5,5,1,33652.22,,2,2,0,Private
Company 1465,1.5,17697.75,1,1,2,2,35395.5,268,3,3,0,Private
Company 1466,2.75,72172.255,21.5,1.090909091,7,6,288689.02,109.1111111,11,11,0,Private
Company 1467,3,27869.95,30.83333333,1.555555556,11,4,83609.85,132.4285714,9,9,0,Private
Company 1468,1.5,44150.445,39,5.333333333,3,2,88300.89,726,3,3,0,Private
Company 1469,1,2520,,1,1,1,2520,,1,1,,Private
Company 1470,2,49325.01,42,1,2,2,49325.01,194,2,2,0,Private
Company 1471,1,2520,,1,1,1,2520,,1,1,,Private
Company 1472,1,42014.7,,1,1,1,42014.7,,1,1,,Private
Company 1473,4.5,70932.91,17,2.555555556,8,2,141865.82,91.5,9,9,1999,Private
Company 1474,9,2118004.39,193.5714286,2.111111111,18,3,2118004.39,12,9,4,1090911,Private
Company 1475,1,61450,,1,1,1,61450,,1,2,,Private
Company 1476,1,35870,,1,1,1,35870,,1,1,,Private
Company 1477,2,322187.4,9,2.5,5,2,322187.4,301,2,2,0,Private
Company 1478,1,57605.63,,1,1,1,57605.63,,1,1,,Private
Company 1479,2,131244.63,10,1.5,3,2,131244.63,72,2,2,43003,Private
