Company Name,Average Anual Invoice,Average Anual value,Avg. Days diff,Avg. Item/Invoice,Distinct Item,Distinct Month,Gross Value HC,Inv-Pay gap,No. of Invoice,No. of Order,Pending Amount,Company Type
Company 2294,1,11077,,1,1,1,11077,,1,3,,Private
Company 2295,3,27438,,1.666666667,2,2,27438,16,3,2,,Private
Company 2296,1,10845.375,,1,1,2,21690.75,866,2,2,,Private
Company 2297,4,1163820,39.57142857,2.75,6,4,1163820,38,4,4,1627130,Private
Company 2298,1,18990,,2,2,1,18990,,1,1,,Private
Company 2299,1,19582,37,1.5,3,2,39164,275,2,2,0,Private
Company 2300,1,45150,5,1,1,1,45150,,1,1,0,Private
Company 2301,1,270000,,1,1,1,270000,,1,1,,Private
Company 2302,1,10552.5,,1,1,1,10552.5,,1,1,,Private
Company 2303,3.25,100564.0625,8.857142857,1.076923077,4,9,402256.25,73.25,13,14,0,Private
Company 2304,2,0,,1,1,2,0,42,2,2,,Private
Company 2305,2,86751,37,1,1,2,86751,110,2,3,0,Private
Company 2306,1,9585,,1,1,1,9585,,1,1,,Private
Company 2307,2,5040,1.5,1,1,1,5040,10,2,2,0,Private
Company 2308,1,8146.1,,2,1,1,8146.1,,1,1,,Private
Company 2309,4.75,279880.98,34.4,1.157894737,11,9,1119523.92,117.6,19,21,0,Private
Company 2310,1,498750,17,1,1,1,498750,,1,1,0,Private
Company 2311,1.5,21547.5,,2,2,3,43095,143,3,3,,Private
Company 2312,22.4,965552.97,50.47321429,1.4375,30,12,4827764.85,23.61666667,112,113,528160,Private
Company 2313,1,73765.13,,1,1,1,73765.13,,1,1,,Private
Company 2314,2,76728.5,52,8.5,14,1,76728.5,,2,2,0,Private
Company 2315,1,4095,45,1,1,1,4095,,1,1,0,Private
Company 2316,3,48805.005,5,1.166666667,4,8,195220.02,131.6363636,12,11,0,Private
Company 2317,2,1646375.72,22,2,2,1,1646375.72,,2,2,813187.86,Private
Company 2318,1,4830,,1,1,1,4830,,1,1,,Private
Company 2319,2,21423.37,27,1.5,3,1,21423.37,,2,2,0,Private
Company 2320,1.666666667,118976.4233,5,1,4,3,356929.27,182,5,7,0,Private
Company 2321,1,5190,,1,1,1,5190,,1,3,,Private
Company 2322,1.5,2520,,1,1,2,5040,35.5,3,3,,Private
Company 2323,1,21694.51,2,1,2,2,43389.02,1058,2,2,0,Private
Company 2324,1,13850,,1,1,1,13850,,1,1,,Private
Company 2325,2,164901.37,,1.5,3,1,164901.37,,2,2,,Private
Company 2326,1,4192.5,,1,1,1,4192.5,,1,1,,Private
Company 2327,1.5,39594.9,,1.333333333,4,2,79189.8,805,3,3,,Private
Company 2328,1,86193.5,,3,3,1,86193.5,,1,1,,Private
Company 2329,3,74497.5,,1,1,3,74497.5,39.5,3,2,,Private
Company 2330,1,2438,,1,1,1,2438,,1,1,,Private
Company 2331,1,506250,,1,1,1,506250,,1,1,,Private
Company 2332,3.666666667,148765.2267,91.72727273,2.727272727,15,6,446295.68,145.3333333,11,13,170699.22,Private
Company 2333,2,153866.89,32.66666667,11,19,1,153866.89,,2,2,139247,Private
Company 2334,1.5,188523.5,15.25,2,4,3,377047,394,3,3,2875,Private
Company 2335,1,14974.88,14.5,1,1,1,14974.88,,1,1,14975,Private
Company 2336,1,60180,,2,2,1,60180,,1,1,,Private
Company 2337,2,44100,,1,1,2,44100,131,2,3,,Private
Company 2338,1,6650,,1,1,1,6650,,1,1,,Private
Company 2339,2,54056.205,39.33333333,4.25,12,1,108112.41,380,4,4,0,Private
Company 2340,1,2520,,1,1,1,2520,,1,1,,Private
Company 2341,2,348538.59,,6.5,12,1,348538.59,10,2,2,,Private
Company 2342,1,2555,,1,1,1,2555,,1,1,,Private
Company 2343,1.5,13464,1,1,1,3,26928,150,3,4,0,Private
Company 2344,1,7038,,1,1,1,7038,,1,1,,Private
Company 2345,2,50796,,1,2,2,50796,128,2,2,,Private
Company 2346,1,7910.04,,1,1,1,7910.04,,1,1,,Private
Company 2347,1,8262,21,1,1,1,8262,,1,2,0,Private
Company 2348,2,170228.46,52,2,11,5,510685.38,253.75,6,10,0,Private
Company 2349,1,19663,13,1,1,1,19663,,1,1,19663,Private
Company 2350,1,2448,,1,1,1,2448,,1,1,,Private
Company 2351,1,9686.25,,1,1,1,9686.25,,1,1,,Private
Company 2352,2,6857.94,1,1.5,3,1,6857.94,,2,2,0,Private
Company 2353,3.2,445363.956,31.05,1,4,8,2226819.78,91.92857143,16,17,0,Private
Company 2354,4,107161.3475,19.625,1.125,6,8,428645.39,97.69230769,16,20,0,Private
Company 2355,1,7797,,5,1,1,7797,,1,1,,Private
Company 2356,2,95808.6,11,2,4,2,95808.6,89,2,2,0,Private
Company 2357,1.333333333,1858.446667,31,1,2,4,5575.34,269.6666667,4,4,0,Private
Company 2358,2,70850.54,80,4,8,2,70850.54,231,2,4,0,Private
Company 2359,2,40886.88,14,1.5,3,1,40886.88,,2,2,0,Private
Company 2360,2,308907.3767,117.1538462,6.666666667,39,5,926722.13,259,6,9,1120572,Private
Company 2361,1,5997.6,,1,1,1,5997.6,,1,,,Private
Company 2362,1,13606.8,,1,1,1,13606.8,,1,1,,Private
Company 2363,1,95400,,1,1,1,95400,,1,1,,Private
Company 2364,1,827.15,,1,1,2,1654.3,926,2,2,,Private
Company 2365,1,24465,,1,1,1,24465,,1,1,,Private
Company 2366,2,9052.14,,1.5,2,2,9052.14,206,2,2,,Private
Company 2367,1.333333333,15691.5,2.5,1,4,4,47074.5,376.6666667,4,4,0,Private
Company 2368,1,4372.733333,13,1.333333333,3,2,13118.2,537.5,3,4,0,Private
Company 2369,1,30252.75,3,1,1,1,30252.75,,1,1,0,Private
Company 2370,1,3315,2,1,1,1,3315,,1,1,0,Private
Company 2371,1,7325,,1,1,1,7325,,1,1,,Private
Company 2372,2.75,352279.7475,42.25,12.27272727,3,6,1409118.99,93,11,14,0,Private
Company 2373,3.75,301724.2525,64.63157895,1.466666667,13,10,1206897.01,82.78571429,15,21,0,Private
Company 2374,3,207144.75,86.8125,1.666666667,4,5,414289.5,33.4,6,37,0,Private
Company 2375,14.5,5147142.76,35.2,3.896551724,19,12,10294285.52,16.33333333,29,26,0,Private
Company 2376,6.6,1348269.132,44.84615385,1.151515152,7,11,6741345.66,54.6,33,70,327273.32,Private
Company 2377,13.5,816565.645,60.37777778,1.888888889,19,10,1633131.29,15.66666667,27,41,0,Private
Company 2378,2,29851.385,,1.5,3,2,59702.77,489,4,4,,Private
Company 2379,2,33807.45,,2,4,1,33807.45,,2,2,,Private
Company 2380,2,154468.8,28,4.5,5,1,154468.8,,2,2,0,Private
Company 2381,1,26807.55,2,2,2,1,26807.55,,1,1,0,Private
Company 2382,1,2544,15.5,1,1,1,2544,,1,2,0,Private
Company 2383,7.4,471832.304,32.71153846,1.135135135,12,11,2359161.52,43.77777778,37,,361308,Private
Company 2384,1.666666667,19868.33333,1.25,1,2,4,59605,314.5,5,5,0,Private
Company 2385,1,26428.5,,1,1,1,26428.5,,1,1,,Private
Company 2386,1,120500.04,22,4,4,1,120500.04,,1,1,0,Private
Company 2387,3.666666667,315598.85,14,1,6,7,946796.55,108.2857143,11,11,55270,Private
Company 2388,1,2670,,1,1,2,5340,405,2,2,,Private
Company 2389,1,30403.125,32.66666667,1,1,2,60806.25,922,2,3,0,Private
Company 2390,39,4565211.084,33.80254777,1.569230769,74,12,22826055.42,10.39416058,195,274,1247730.5,Private
Company 2391,1,10750.8,6,1,1,1,10750.8,,1,1,0,Private
Company 2392,2,445200,44.5,1,1,1,445200,,2,3,0,Private
Company 2393,2,146880,,1.75,4,3,293760,118.3333333,4,6,,Private
Company 2394,4.333333333,132502.3533,16.4,1.307692308,9,6,397507.06,132,13,12,0,Private
Company 2395,1,49491.755,2,1,2,2,98983.51,415,2,2,37945,Private
Company 2396,2,179290.12,,1,1,1,179290.12,,2,4,,Private
Company 2397,2,34618.75,,1.166666667,4,6,103856.25,166,6,9,,Private
Company 2398,1,9384,87,1,1,1,9384,,1,1,0,Private
Company 2399,1,106212,,2,2,1,106212,,1,1,,Private
Company 2400,1.5,18360,6,1,2,3,36720,204,3,3,0,Private
Company 2401,1,90720,1,1,1,1,90720,,1,1,45360,Private
Company 2402,2.5,22821.99,62,1,2,3,45643.98,127.3333333,5,5,0,Private
Company 2403,7.333333333,258905.5,29.42857143,1.636363636,25,8,776716.5,41.66666667,22,24,9450,Private
Company 2404,1.25,10954.25,12.33333333,1.2,3,5,43817,252.25,5,6,0,Private
Company 2405,3.8,22210.82,9.357142857,1.157894737,5,9,111054.1,79.38888889,19,21,0,Private
Company 2406,1,132538.8,,1,1,1,132538.8,,1,1,,Private
Company 2407,1,9690,,1,1,1,9690,,1,1,,Private
Company 2408,1,13563.75,3,2,2,1,13563.75,,1,1,0,Private
Company 2409,1.5,7584,,1,1,3,15168,624,3,5,,Private
Company 2410,1,3997.225,,1,1,2,7994.45,847,2,2,,Private
Company 2411,2,17417.78,29,1.5,3,1,17417.78,9,2,3,0,Private
Company 2412,1,2520,,1,1,1,2520,,1,1,,Private
Company 2413,3.5,251921.55,7.8,1,1,5,503843.1,136,7,7,0,Private
Company 2414,2,232215.24,22.16666667,1.25,4,4,464430.48,166.6666667,4,6,454049,Private
Company 2415,2.8,33900.212,19.45,1.357142857,7,5,169501.06,189.5714286,14,20,0,Private
Company 2416,1,25062.75,10.5,1,1,2,50125.5,266,2,2,6251,Private
Company 2417,1,24832.5,4,1,1,1,24832.5,,1,1,0,Private
Company 2418,2,104609.55,17.33333333,1.25,8,7,418438.2,175.7142857,8,12,0,Private
Company 2419,2,30715.245,4.333333333,1.25,3,2,61430.49,454,4,5,0,Private
Company 2420,1,2205,,1,1,1,2205,,1,1,,Private
Company 2421,1,4494,,4,1,2,8988,851,2,2,,Private
Company 2422,2,43393.21,6,6,12,1,43393.21,,2,2,0,Private
Company 2423,1.5,12790.08,,1,2,2,25580.16,255.5,3,3,,Private
Company 2424,2,10692,9,1,1,4,21384,253.6666667,4,5,0,Private
Company 2425,1,2500.05,,1,1,1,2500.05,,1,1,,Private
Company 2426,1,14070,4,2,2,1,14070,,1,1,0,Private
Company 2427,1,5196,,1,1,1,5196,,1,1,,Private
Company 2428,9,187440.6925,35.78571429,2.861111111,24,10,749762.77,66.15,36,36,0,Private
Company 2429,2,54456.975,159.5,2.5,9,2,108913.95,325,4,4,0,Private
Company 2430,1,27208.68,,1,1,1,27208.68,,1,1,,Private
Company 2431,1,1033.71,,1,1,1,1033.71,,1,1,,Private
Company 2432,1,618750,,1,1,1,618750,,1,1,,Private
Company 2433,1,24888,,2,2,1,24888,,1,1,,Private
Company 2434,7,108286.53,28.05882353,3.071428571,32,8,433146.12,94.64285714,28,33,8292,Private
Company 2435,1,5985,2,1,2,2,11970,865,2,2,0,Private
Company 2436,7.5,27704.665,28.6,1,1,7,55409.33,38.61538462,15,8,0,Private
Company 2437,2.5,65841.53,14.33333333,1,3,3,131683.06,283,5,5,0,Private
Company 2438,2,28559.24,,1.5,3,1,28559.24,,2,2,,Private
Company 2439,1,151200,15,2,2,1,151200,,1,3,0,Private
Company 2440,1.5,80623.735,144.6666667,5.666666667,14,2,161247.47,428,3,3,122020,Private
Company 2441,2,101333.99,30,6,12,1,101333.99,,2,2,50000,Private
Company 2442,1,26161.65,16,2,2,1,26161.65,,1,1,26162,Private
Company 2443,1,2305,,1,1,1,2305,,1,1,,Private
Company 2444,2,17076.25,,1.5,3,1,17076.25,,2,2,,Private
Company 2445,4.333333333,271041.2,15.6,1.153846154,4,9,813123.6,56,13,20,84000,Private
Company 2446,1,78940.52,9.5,1.333333333,3,3,236821.56,392,3,3,10600,Private
Company 2447,1,4417.41,40,1,1,1,4417.41,,1,1,0,Private
Company 2448,5,51124.38,48,1.6,6,4,51124.38,30.66666667,5,7,0,Private
Company 2449,1.666666667,989228.3367,77,3.2,3,4,2967685.01,143.75,5,4,2940928,Private
Company 2450,1,5955.08,,4,1,1,5955.08,,1,1,,Private
Company 2451,1.5,4386.91,,1,3,2,8773.82,92,3,3,,Private
Company 2452,1,2185,,1,1,1,2185,,1,1,,Private
Company 2453,1,27540,,1,1,1,27540,,1,1,,Private
Company 2454,2,11552,1,1,1,1,11552,30,2,2,0,Private
Company 2455,3,41673.77,39.5,1.666666667,5,1,41673.77,,3,2,0,Private
Company 2456,2.4,36427.034,56.35714286,2,14,5,182135.17,234.6,12,16,0,Private
Company 2457,2,63629.99,2,1.5,3,1,63629.99,,2,2,0,Private
Company 2458,3,138266.1,20,3,3,2,138266.1,127,3,3,0,Private
Company 2459,1.333333333,33625.23333,59.75,3.25,3,2,100875.7,540,4,4,0,Private
Company 2460,2,69730.14,195,8.5,17,1,69730.14,,2,,0,Private
Company 2461,2.333333333,41144.46,,2.857142857,13,3,123433.38,173,7,7,,Private
Company 2462,2,460141.99,80.33333333,1.5,3,1,460141.99,,2,10,660315,Private
Company 2463,1,3761.965,35,1,2,2,7523.93,594,2,2,0,Private
Company 2464,1,3180,,1,1,1,3180,,1,1,,Private
Company 2465,1,3697.5,,1,1,2,7395,702,2,2,,Private
Company 2466,1.5,73050,7,1,3,2,146100,442.5,3,3,0,Private
Company 2467,1,7182,,1,1,1,7182,,1,1,,Private
Company 2468,1.666666667,95246.5,,1.8,9,5,285739.5,165.5,5,7,,Private
Company 2469,4.333333333,127796.7233,74.16666667,1.769230769,17,3,383390.17,71.2,13,13,0,Private
Company 2470,1,20619,,1,2,2,41238,448,2,2,,Private
Company 2471,6,191386.855,137.0588235,1.375,13,11,765547.42,53.57142857,24,23,0,Private
Company 2472,1.5,235201.75,1369,1,2,3,470403.5,233.5,3,3,8822.5,Private
Company 2473,12,1338785.44,58,1.833333333,31,12,5355141.76,31.43243243,48,60,0,Private
Company 2474,15,1654357.718,55.39583333,1.533333333,49,9,8271788.59,26.92,75,152,9080,Private
Company 2475,8.5,696949.735,48,1.823529412,21,10,2787798.94,40.14814815,34,39,0,Private
Company 2476,1.5,148622.14,48,2,4,2,297244.28,696,3,4,0,Private
Company 2477,2,118171.2,45,1.5,3,1,118171.2,,2,5,0,Private
Company 2478,1,-27562.5,53,1,1,1,-27562.5,,1,1,0,Private
Company 2479,2.333333333,182726.19,67.77777778,5.714285714,16,5,548178.57,154.6,7,7,183237.99,Private
Company 2480,1,9450,,1,1,1,9450,,1,1,,Private
Company 2481,1,23310,,1,1,1,23310,,1,1,,Private
Company 2482,2,6300,,1,2,1,6300,26,2,1,,Private
Company 2483,1,43266.565,,1.5,2,2,86533.13,111,2,2,,Private
Company 2484,2,71137.5,16.5,1,1,7,284550,140.5714286,8,8,0,Private
Company 2485,1,45900,15,10,10,1,45900,,1,1,34170,Private
Company 2486,1,5536950,19,10,10,1,5536950,,1,1,2629500,Private
Company 2487,2.25,46525.2075,2,1.555555556,11,6,186100.83,116.375,9,10,0,Private
Company 2488,1,20377.5,,2,2,1,20377.5,,1,1,,Private
Company 2489,4.5,67996.87,15,1.111111111,9,7,271987.48,67.86666667,18,21,63113,Private
Company 2490,1,10404,,1,1,1,10404,,1,1,,Private
Company 2491,2,4445,,1,1,1,4445,6,2,2,,Private
Company 2492,2.666666667,66345.23667,4.5,1.125,3,7,199035.71,116.1428571,8,8,0,Private
Company 2493,1.666666667,38840.53,4.5,1,2,5,116521.59,200.75,5,7,0,Private
Company 2494,2,49710.24,18,1,1,4,99420.48,207,4,6,0,Private
Company 2495,1,913544.64,10,8,8,1,913544.64,,1,1,456772,Private
Company 2496,1,20544.08,,1,1,1,20544.08,,1,1,,Private
Company 2497,1,16272.31,,1,1,1,16272.31,,1,1,,Private
Company 2498,1,9662.96,86,3,1,1,9662.96,,1,1,0,Private
Company 2499,1,1994.61,,1,1,1,1994.61,,1,1,,Private
Company 2500,2.75,96612.56,82.90909091,3,18,6,386450.24,166.1428571,11,12,170418,Private
Company 2501,2,12600,1,1,1,2,12600,17,2,2,0,Private
Company 2502,1,28801.5,50,1,1,1,28801.5,,1,1,0,Private
Company 2503,2,147877.26,47,2,2,2,147877.26,30,2,2,0,Private
Company 2504,1,20475,,1,1,1,20475,,1,1,,Private
Company 2505,1,7744,,1,1,1,7744,,1,1,,Private
Company 2506,1,243780,,3,6,2,487560,156,2,2,,Private
Company 2507,1.75,42844.26,3.666666667,1.428571429,4,6,171377.04,161.8333333,7,9,0,Private
Company 2508,2.75,171044.7025,29.75,2.363636364,6,7,684178.81,96.4,11,9,0,Private
Company 2509,1,70384,1,1,1,1,70384,,1,1,35192,Private
Company 2510,4,470235.29,18.66666667,2,5,3,470235.29,65,4,5,0,Private
Company 2511,9.5,185390.735,45.98412698,1.052631579,26,10,741562.94,76.84615385,38,61,0,Public
Company 2512,1.333333333,20320.31667,,1,3,2,60960.95,249.6666667,4,4,,Public
Company 2513,1,15965,,1,1,1,15965,,1,2,,Public
Company 2514,1,10368.3,,1,1,1,10368.3,,1,1,,Public
Company 2515,1,12648,4,1,1,1,12648,,1,1,0,Public
Company 2516,1,2544,,1,1,1,2544,,1,1,,Public
Company 2517,9.5,246757.345,5,1.210526316,9,10,987029.38,59.35,38,40,0,Public
Company 2518,2,58017.88,,1,2,1,58017.88,,2,4,,Public
Company 2519,1,2736,10,2,1,1,2736,,1,3,0,Public
Company 2520,1,15733.5,,2,2,1,15733.5,,1,2,,Private
Company 2521,8.5,323771.7475,11,1.588235294,20,11,1295086.99,42.74193548,34,42,0,Public
Company 2522,1,29784,,1,1,1,29784,,1,1,,Public
Company 2523,1,2834.25,1,1,1,2,5668.5,162,2,2,0,Public
Company 2524,1,25823.675,2,1,1,2,51647.35,241,2,2,0,Public
Company 2525,2,7245,,1,1,2,7245,21,2,2,,Public
Company 2526,1.5,127836.795,17,1.333333333,3,5,511347.18,249.4,6,9,0,Public
Company 2527,2.666666667,191000,41.375,1,4,4,573000,164,8,7,0,Public
Company 2528,1,6109.8,1,1,1,2,12219.6,306,2,4,0,Public
Company 2529,1,24072,,1,1,1,24072,,1,1,,Public
Company 2530,1,6321,,2,2,1,6321,,1,1,,Public
Company 2531,1,8440,,2,2,1,8440,,1,1,,Public
Company 2532,1,58000.24,28,4,4,1,58000.24,,1,1,0,Public
Company 2533,1,8925,,1,1,1,8925,,1,2,,Public
Company 2534,1.5,20352.25,7.166666667,1,2,5,81409,163.6,6,6,0,Public
Company 2535,1.5,227430,47,2,3,3,454860,342.5,3,3,0,Public
Company 2536,1,83618.885,12,1.5,3,2,167237.77,315,2,2,0,Public
Company 2537,1,66664.5525,9.4,2.25,9,4,266658.21,479.3333333,4,3,221945,Public
Company 2538,1.5,45001.48,13.66666667,1.666666667,2,2,90002.96,107,3,2,0,Public
Company 2539,1,30950,10,1,1,1,30950,,1,1,0,Public
Company 2540,3,253412.8725,24.5,1.583333333,9,7,1013651.49,141.4,12,15,0,Public
Company 2541,1,50880,,1,1,1,50880,,1,1,,Public
Company 2542,2.4,18450.4,1.6,1,4,8,92252,143.3,12,15,0,Public
Company 2543,1.333333333,12946.66667,12.25,1.25,3,3,38840,323.3333333,4,4,0,Public
Company 2544,3.25,194266.375,10.3,1.230769231,10,7,777065.5,141.4444444,13,16,0,Public
Company 2545,2.2,112268.638,,1,2,6,561343.19,119.8,11,11,,Public
Company 2546,1,2520,,1,1,1,2520,,1,1,,Public
Company 2547,1.333333333,97037,,1,1,2,291111,366,4,7,,Public
Company 2548,2.666666667,130973.2333,24.8,2.375,9,5,392919.7,84,8,9,0,Public
Company 2549,1,5013.75,2,1.5,3,2,10027.5,361,2,4,0,Public
Company 2550,1,68367.27,1,1,2,2,136734.54,515,2,2,0,Public
Company 2551,1,11386.75,2,1,1,2,34160.25,673.5,3,3,0,Public
Company 2552,1,91994.16,12,1,1,1,91994.16,,1,1,0,Public
Company 2553,2,27837.41,46.5,1,6,4,83512.23,149.6,6,9,0,Public
Company 2554,1,2520,1,1,1,1,2520,,1,1,0,Public
Company 2555,2,31188.23,4.333333333,1.5,3,3,62376.46,152,4,4,0,Public
Company 2556,2,25211.6,11,1.5,2,2,25211.6,104,2,2,16610,Public
Company 2557,2,16948.48,19,1.5,3,1,16948.48,,2,2,0,Public
Company 2558,1,2438,,1,1,1,2438,,1,1,,Public
Company 2559,1,10700,,1,1,1,10700,,1,1,,Public
Company 2560,1,6300,4,1,1,1,6300,,1,1,0,Public
Company 2561,1,20094,,1,1,1,20094,,1,1,,Public
Company 2562,1,5290,,1,1,1,5290,,1,,,Public
Company 2563,2,138893.91,8,1,1,2,138893.91,196,2,2,10000,Public
Company 2564,1,27695.55,3,1.5,3,2,55391.1,342,2,2,0,Public
Company 2565,1,19981.8,,1,1,1,19981.8,,1,1,,Public
Company 2566,1,50615.33333,3.5,1,2,3,151846,337.5,3,4,8745,Public
Company 2567,18.4,1902125.552,79.31111111,2.836956522,257,12,9510627.76,19.56164384,92,116,3871502,Public
Company 2568,1,6681,,1,1,1,6681,,1,1,,Public
Company 2569,1,12132,,2,2,1,12132,,1,1,,Public
Company 2570,2,21827,,1.166666667,5,6,65481,186.4,6,6,,Public
Company 2571,1,19686.2,,3,3,1,19686.2,,1,6,,Public
Company 2572,1.8,465926.6,4.428571429,1,1,7,2329633,176.1428571,9,8,200000,Public
Company 2573,1,5603,,1.5,2,1,11206,375,2,2,,Public
Company 2574,6,288079.205,58.26086957,1.208333333,20,10,1152316.82,65.52631579,24,25,0,Public
Company 2575,1,3386.25,,1,1,2,6772.5,483,2,2,,Public
Company 2576,1,44651.25,,1,2,2,89302.5,826,2,2,,Public
Company 2577,1,16002,62,1,1,1,16002,,1,1,0,Public
Company 2578,1,10200,4,1,1,1,10200,,1,1,0,Public
Company 2579,1,3057,,1,2,2,6114,97,2,4,,Public
Company 2580,1,9938.25,,1,1,2,19876.5,143,2,2,,Public
Company 2581,1,2362.5,,1,1,1,2362.5,,1,2,,Public
Company 2582,1.5,27341.5375,10,2,3,6,109366.15,192.2,6,6,0,Public
Company 2583,3,84000,,1.333333333,2,3,84000,32,3,2,,Public
Company 2584,1,18290,9,1,1,1,18290,,1,1,0,Public
Company 2585,1,810309.42,9.25,8,8,1,810309.42,,1,3,0,Public
Company 2586,1,50656.39,,8,8,1,50656.39,,1,1,,Public
Company 2587,1,5225,,1,1,1,5225,,1,1,,Public
Company 2588,1,13765.5,,1,1,1,13765.5,,1,1,,Public
Company 2589,1,52052.63,,1,1,1,52052.63,,1,1,,Public
Company 2590,1.5,87387.99,,1.666666667,4,2,174775.98,561.5,3,4,,Public
Company 2591,1,18886.35,24.5,2,2,1,18886.35,,1,1,18886,Public
Company 2592,2,130101,,2,4,3,260202,335.5,4,4,,Public
Company 2593,1,116680.02,,1,1,1,116680.02,,1,1,,Public
Company 2594,12.6,457825.158,42.73134328,1.19047619,43,12,2289125.79,27.24528302,63,60,3022,Public
Company 2595,1,13460.69,,2,2,1,13460.69,,1,1,,Public
Company 2596,2.75,100608.865,9,1.272727273,10,7,402435.46,109.6666667,11,14,0,Public
Company 2597,2,100737.54,13,1.5,3,1,100737.54,,2,2,0,Public
Company 2598,1.5,49329.77,15.2,2.333333333,5,2,98659.54,672,3,5,0,Public
Company 2599,1,1494.39,26,2,1,1,1494.39,,1,1,0,Public
Company 2600,2,25054.27,,3,4,1,50108.54,370.5,4,5,,Public
Company 2601,3,29251.41667,24.33333333,1.555555556,10,5,87754.25,195.1666667,9,12,0,Public
Company 2602,3,356439,9.333333333,2,5,3,356439,45.5,3,3,276671,Public
Company 2603,1,7533.75,,1,1,1,7533.75,,1,1,,Public
Company 2604,1.5,5083.8,,1,1,3,10167.6,599.5,3,3,,Public
Company 2605,1,15960,,2,2,1,15960,,1,1,,Public
Company 2606,1,2870,,1,1,1,2870,,1,1,,Public
Company 2607,3,577594.24,,1,1,3,577594.24,32.5,3,3,,Public
Company 2608,1.5,24145,1,1,2,2,48290,216.5,3,3,0,Public
Company 2609,2,33379.5,27,1.5,3,2,33379.5,81,2,4,0,Public
Company 2610,1,32130,4,1,1,1,32130,,1,,0,Public
Company 2611,2.5,234787.15,4,1,2,4,469574.3,91,5,6,0,Public
Company 2612,2,10104,4,1,1,2,10104,133,2,2,0,Public
Company 2613,1,2544,,1,1,1,2544,,1,1,,Public
Company 2614,1,12384,59,1,1,1,12384,,1,2,0,Public
Company 2615,1.4,143197.914,43,1.714285714,11,5,715989.57,212.1666667,7,7,448,Public
Company 2616,2,4491.5,,1,1,1,4491.5,7,2,2,,Public
Company 2617,1,487624.38,8,7,7,1,487624.38,,1,1,0,Public
Company 2618,1.333333333,104443.26,,3.25,10,4,313329.78,227,4,6,,Public
Company 2619,1.5,25882.5,3,1.333333333,2,3,51765,248.5,3,3,0,Public
Company 2620,1,3932.6,,1,1,2,7865.2,539,2,2,,Public
Company 2621,2,17157,2,1,1,2,17157,117,2,2,0,Public
Company 2622,1.5,18293.625,9,1,1,3,36587.25,103,3,3,0,Public
Company 2623,1.333333333,17804.66667,29.5,1,3,4,53414,206.3333333,4,4,0,Public
Company 2624,1.5,107580.53,146,6,16,3,215161.06,449,3,4,0,Public
Company 2625,1,48825,,1,1,1,48825,,1,1,,Public
Company 2626,1,138283.11,2,1,1,1,138283.11,,1,1,0,Public
Company 2627,1,2520,3,1,1,1,2520,,1,1,0,Public
Company 2628,2.25,22718.75,25.33333333,1.222222222,5,7,90875,157.375,9,8,8008,Public
Company 2629,1,6930,,1,1,1,6930,,1,1,,Public
Company 2630,1.75,121975.435,18.66666667,1.428571429,6,5,487901.74,267,7,7,0,Public
Company 2631,1,2397,,1,1,1,2397,,1,1,,Public
Company 2632,1,35343,24,2,2,1,35343,,1,3,0,Public
Company 2633,1,6300,,1,1,1,6300,,1,1,,Public
Company 2634,1,36903.6,25.5,2,2,1,36903.6,,1,1,36904,Public
Company 2635,4,154405.15,25.0625,1.6875,6,8,617620.6,118,16,17,393203,Public
Company 2636,1.5,22075.97,2.5,1,1,5,88303.88,273.2,6,6,0,Public
Company 2637,1,112200,,5,1,1,112200,,1,1,,Public
Company 2638,4,597292.12,57,1.375,2,5,1194584.24,78.25,8,8,475934.9,Public
Company 2639,3.4,134528.872,11.61538462,1.411764706,14,10,672644.36,101.0714286,17,22,10500,Public
Company 2640,1,18209.25,3,2,4,1,36418.5,374,2,2,0,Public
Company 2641,8.8,197798.454,25.91666667,1.227272727,4,11,988992.27,35.8,44,54,0,Public
Company 2642,2,92291.71,,3.5,5,1,92291.71,,2,2,,Public
Company 2643,1,35837.8,1,1,2,2,71675.6,502,2,3,0,Public
Company 2644,1,2696,,1,1,1,2696,,1,1,,Public
Company 2645,1,13407.5,,1,1,2,26815,1060,2,2,,Public
Company 2646,2,12228.98,,1,2,2,12228.98,72,2,2,,Public
Company 2647,1,126000,,1,1,1,126000,,1,1,,Public
Company 2648,2,181174.8,33,1,2,3,362349.6,90.33333333,4,5,0,Public
Company 2649,1,13974.54,,2,2,1,13974.54,,1,,,Public
Company 2650,1,4200,,1,1,1,4200,,1,1,,Public
Company 2651,1,450000,196,1,1,1,450000,,1,2,0,Public
Company 2652,1,9590,12,1,1,1,9590,,1,1,0,Public
Company 2653,1,2520,1,1,1,1,2520,,1,1,0,Public
Company 2654,1,9384,5,1,1,1,9384,,1,3,0,Public
Company 2655,2.5,59496.315,4,1,2,3,118992.63,194,5,5,0,Public
Company 2656,1.5,3969,,1,1,2,7938,806,3,3,,Private
Company 2657,2,38775.94,64,1,2,1,38775.94,,2,2,0,Partnership
Company 2658,3,26358.66,,1,3,2,26358.66,28,3,3,,Public
Company 2659,1.333333333,4466.666667,,1,1,4,13400,212.6666667,4,4,,Private
Company 2660,1,4494.4,,1,1,1,4494.4,,1,1,,Partnership
Company 2661,1,39900,,1,1,1,39900,,1,1,,Public
Company 2662,1,24344.25,21,1,2,2,48688.5,315,2,3,0,Private
